,Title,Date,Notes,Names and Subjects,ID,Barcode,Physical Description,Map Scale,Copyright,Repository,Date Added/Updated,iiif_manifest_url,Creator,Collection Title,Alternate Title,Collection Creator,Genre
0,"[Fort Halifax and the Kennebec River : Québec July 25th, 1761 / by Lieut. John Montresor engr. assisted by Lieut. Shaw of the 2th Battn. of the Royal American Regt.].","July 25th, 1761.","['Finished, colored, topographical map of the area showing a section of the Québec-Fort Halifax route taken by Lieutenant John Montresor.', 'Map is sheet 48 of the Murray Atlas of Canada and sheet 20 of its series.', 'Map as well as sheets 44-47 are components of an inset map on key map sheet 16.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.']","['Manuscript maps.', 'Murray Atlas of Canada.', 'Brun Guide.', 'Maps shelf.', 'Kennebec River (Me.)--Manuscript maps.', 'Fort Halifax (Winslow, Me.)--Manuscript maps.', 'Maine--Manuscript maps.', 'United States--History--French and Indian War, 1754-1763--Manuscript maps.', 'Shaw, Alexander,--lieutenant.']",702,B3522676,1 ms. map : col. ; 53 x 74 cm.,"Scale 1:125,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 15:27:09,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:702,"Montrésor, John, 1736-1799.",Murray Atlas of Canada,,,
0,"Plan of the town of Three Rivers, [ca. 1761].",ca. 1761,"['Finished, colored, topographical map showing the buildings, farms and roads of the town and surrounding area.', 'Table of reference identifies major buildings and fortification features.', 'Map corresponds with an inset map on key map sheet 33.', 'Map is sheet 39 of the Murray Atlas of Canada and sheet 6 of its series.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.']","['Manuscript maps.', 'Murray Atlas of Canada.', 'Brun Guide.', 'Maps shelf.', 'Trois-Rivières (Québec)--Manuscript maps.', 'Québec (Province)--Manuscript maps.', 'United States--History--French and Indian War, 1754-1763--Manuscript maps.']",694,B3522393,1 ms. map : col. ; 44 x 48.5 cm.,"Scale 1:9,600.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 16:31:37,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:694,,Murray Atlas of Canada,,,
0,"Parish of St. Charles, [ca. 1761].",ca. 1761,"['Finished, colored, topographical map showing the buildings, farms and roads of the area.', 'Textual information describes the history of the parish and the number of its families and the number of men able to bear arms.', 'Map is sheet 28 of the Murray Atlas of Canada and sheet 12 of its series.', 'Map corresponds with an inset map on key map sheet 16.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.']","['Manuscript maps.', 'Murray Atlas of Canada.', 'Brun Guide.', 'Maps shelf.', 'Saint-Charles-sur-Richelieu (Québec)--Manuscript maps.', 'Richelieu River (N.Y. and Vt.-Québec)--Manuscript maps.', 'Québec (Province)--Manuscript maps.', 'United States--History--French and Indian War, 1754-1763--Manuscript maps.']",685,B3522015,1 ms. map : col. ; 68.5 x 49 cm.,"Scale 1:24,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 16:28:37,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:685,,Murray Atlas of Canada,,,
0,"Parish of Terbone, [ca. 1761].",ca. 1761,"['Finished, colored, topographical map showing the buildings, farms and roads of the area.', 'Textual information describes the history of the parish and gives the number of its families and the number of men able to bear arms. Similar information is also given about Jesus Island and its three parishes.', 'Map is sheet 5 of the Murray Atlas of Canada and sheet 3 of its series.', 'In green box with spine labeled: American atlas ms. - Canada 1761-65.']","['Manuscript maps.', 'Murray Atlas of Canada.', 'Brun Guide.', 'Maps shelf.', 'Jesus Island (Québec)--Manuscript maps.', 'Québec (Province)--Manuscript maps.', 'United States--History--French and Indian War, 1754-1763--Manuscript maps.']",664,B3520032,1 ms. map : col. ; 48.2 x 67.8 cm.,"Scale 1:24,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 15:37:05,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:664,,Murray Atlas of Canada,,,
0,"[Upper New York, Vermont, and Massachusetts].",ca. 1760,"['Finished, colored, topographical map showing the principal roads, towns, forts, and streams in the region between Lake Champlain, the upper Hudson, and northwestern Massachusetts.', 'Map appears to date to the end of the French and Indian War, with most forts in place and new roads connecting the Connecticut valley with Lake Champlain.']","['Manuscript maps.', 'Maps shelf.', 'Germain Maps.', 'Brun Guide.', 'New York (State)--Manuscript maps.', 'Vermont--Manuscript maps.', 'Massachusetts--Manuscript maps.', 'United States--History--French and Indian War, 1754-1763--Manuscript maps.']",7501,B2982661,1 ms. map : col. ; 75.1 x 56.5 cm.,"Scale 1:253,440.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-05-06 17:42:11,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:7501,,,,,
0,Sketch from information of the different roads about Freehold in the Jerseys.,177-,"['Map believed to be by John Hills.', 'Finished, colored, topographical map of part of the modern counties of Monmouth and Middlesex, showing the roads between Freehold, South Amboy, Middletown, and Spotswood.', 'Table of distances at lower left.', 'The addition of unidentified and uncolored symbols for military units in the area of Navesink suggests that this map relates to the British retreat across New Jersey in 1778.']","['Philadelphia Campaign, 1777-1778--Maps, Manuscript.', 'Roads--New Jersey--Maps, Manuscript.', 'Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Monmouth County (N.J.)--Manuscript maps.', 'Middlesex County (N.J.)--Manuscript maps.', 'New Jersey--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",8299,B2667762,1 ms. map : col. ; 69 x 93.4 cm.,"Scale 1:80,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-07-18 18:28:46,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:8299,"Hills, John, active 1777-1819.",,,,
0,View from the blockhouse : Dorchester Neck.,ca. 1775,"['Pen and ink, perspective drawing showing the Dorchester peninsula as seen from Boston.', 'Additional notations indicate distances between points on Dorchester Neck and some architectural features.']","['Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Views, topographical (Boston, Mass.)', 'Dorchester (Boston, Mass.)--Manuscript maps.', 'Boston (Mass.)--Manuscript maps.', 'Massachusetts--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",8350,B2971117,1 ms. view ; 15.6 x 49.3 cm.,Scale indeterminate.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-07-18 17:17:52,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:8350,,,,,
0,"Plan of the town and environs of Newport, Rhode Island / Exhibiting its defenses formed before the 8th of August 1778 when the French fleet engaged and passed the batteries, the course of the French fleet up the harbor, the rebel attack and such defensive works as were erected since that day untill the 29th of August when the siege was raised; also the works proposed to be erected in the present year 1779.",1779.,"[""Signed below explanations: Am: D'Aubant, commanding engineer."", 'Finished, colored, topographical map of the lower part of the island of Rhode Island and part of Conanicut Island showing defensive fortifications and rebel siege lines.', 'Positions of British and German units are shown by color and identified by number or name.', 'Extensive table of explanations describes fortifications existing in 1778, armament of the rebel siege lines, and new works projected for construction in 1779.']","['Rhode Island, Battle of, R. I., 1778--Maps, Manuscript.', 'Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Newport (R.I.)--Manuscript maps.', 'Rhode Island--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",6052,B2852811,1 ms. map on 2 sheets : col. ; 130.5 x 107 cm.,"Scale 1:6,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-07-18 19:23:36,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:6052,"Aubant, Abraham d'",,,,
0,"Part of the city of New York, 27th Augt: 1778 [and] part of Long Island.",27th Augt. 1778.,"['Inside neat line at lower right: Drawn by Thos. Wheeler.', ""Finished, colored, topographical map of the area on the Long Island side of the East River from Wallabout Bay to Governor's Island and on the Manhattan side from the Battery to Crown Point."", 'Includes details of built-up areas, fortifications and farms.', 'The encampment of the 64th Regiment of Foot is shown at the eastern edge of Brooklyn.']","['Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'New York (N.Y.)--Manuscript maps.', 'Brooklyn (New York, N.Y.)--Manuscript maps.', 'New York (State)--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",8376,B2819640,1 ms. map : col. ; 57.5 x 72.7 cm.,"Scale 1:4,800.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-07-18 19:01:53,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:8376,"Wheeler, Thomas.",,,,
0,"[Part of the modern counties of Currituck, Camden, and Pasquotank, North Carolina].",178-,"Finished, pen and ink topographical map indicating by name the plantation owners in the valleys of the Little River, the Pasquotank River, and on Currituck Sound.","['Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Currituck County (N.C.)--Manuscript maps.', 'Camden County (N.C.)--Manuscript maps.', 'Pasquotank County (N.C.)--Manuscript maps.', 'North Carolina--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",882,B2502813,1 ms. map ; 44 x 37.5 cm.,"Scale ca. 1:126,720.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-09-06 14:49:08,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:882,,Henry Clinton papers,,"Clinton, Henry, Sir, 1738?-1795",
0,[Part of modern Westchester County].,177-,"[""Finished, colored, topographical map of the east bank of the Hudson from Spikendevil to Dobb's Ferry and the lower part of Westchester County along Long Island Sound."", 'Roads and waterways are shown, and about one hundred houses are identified with the names of their landowners.']","['Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Westchester County (N.Y.)--Manuscript maps.', 'New York (State)--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",654,B2846526,1 ms. map : col. ; 47.2 x 28.5 cm.,"Scale ca. 1:63,360.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-07-18 20:14:00,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:654,,Henry Clinton papers,,"Clinton, Henry, Sir, 1738?-1795",
0,"Plan of Brookhaven, or Setalket on Long Island.",1778.,"[""Inside neat line at lower right: Copy'd from a survey of Major Hollands, 1778."", 'Finished, colored, topographical map showing the harbor and the roads of the immediate area.', 'Locations of homes and public buildings have been indicated and property lines defined.', 'Similar to Clinton Map 130 with similar title.']","['Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Brookhaven (N.Y.)--Manuscript maps.', 'New York (State)--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",8381,B2821892,1 ms. map : col. ; 46.1 x 49 cm.,"Scale 1:12,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-07-18 18:42:31,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:8381,"Holland, Samuel, 1728-1801.",,,,
0,"Plan of the post at Paulus's Hook, 24 July 1778.",1778.,"Finished, colored, topographical map showing fortifications and encampments of individual military units and listing armament of the main fort.","['Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Paulus Hook (N.J.)--Manuscript maps.', 'New Jersey--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",8387,B2795416,1 ms. map : col. ; 37.5 x 42.3 cm.,"Scale 1:3,250.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-07-18 16:24:53,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:8387,,,,,
0,"Plan of the decent [sic] and action of the 29th Decr. 1778, near the town of Savannah; by his majestys forces, under the command of Lt. Colol. Campbell of the 71st Regt. foot / John Wilson assist. engineer.",1778,"['Finished, colored, topographical map of the area around the town, including a detailed plan of the town itself.', 'Maps shows positions and movements of the opposing forces during the action described.', 'Table of references identifies additional details of the action.']","['Campbell, Archibald,--Sir,--1739-1791.', '', 'Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Savannah (Ga.)--Manuscript maps.', 'Georgia--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",8388,B2640555,1 ms. map : col. ; 47.3 x 70.5 cm.,"Scale 1:7,900.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-07-18 16:42:52,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:8388,"Wilson, John, 1755-1798.",,,,
0,"A plan of the military operations against Charlestown, the army being commanded by L.G. Sir Henry Clinton K.B. and the fleet by Vice-Admiral Arbuthnot : from an original drawing sent by an officer in the army.",,"['Finished, topographical map showing military and naval movements of the siege.', 'Map nearly identical to printed map of same title published by Sayer and Bennett on May 27, 1780, with only very minor differences.']","['Manuscript maps.', 'Maps shelf.', 'Brun Guide.', 'Charleston (S.C.)--Manuscript maps.', 'Charleston (S.C.)--Siege, 1780--Manuscript maps.', 'South Carolina--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",8652,B1938752,1 ms. map : outline col. ; 45 x 57 cm,"Scale 1:105,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-09-06 14:03:56,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:8652,,,,,
0,"Sketch, shewing the disposition of the batteries, on the right and left, of the Flagstaff Redout : Staten Island, 12th July 1779.",12th July 1779.,"['Finished, pen and ink topographical map showing the fortifications facing the narrows bewteen Staten and Long islands.', 'Table of references gives the armament of each fortification.']","['Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Staten Island (New York, N.Y.)--Manuscript maps.', 'New York (State)--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",8407,B2821944,1 ms. map ; 17.6 x 59.4 cm.,"Scale 1:2,400.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-07-18 18:19:56,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:8407,,,,,
0,"Plan of the harbour of Pensacola in West Florida with the different stations of the Spanish fleet during the siege from the 9 March to the 8 of May 1781 / by Henry Heldring, capt. lieut: in the 3d. Regt. of Waldeck, and acting engineer at Pensacola.",,"Finished, tinted, topographical map showing British defenses, Spanish siege works, and positions of the Spanish fleet during the siege of Pensacola.","['Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Pensacola (Fla.)--Manuscript maps.', 'Fort George (Pensacola, Fla.)--Manuscript maps.', 'Pensacola (Fla.)--Capture, 1781--Manuscript maps.', 'Florida--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",580,B1938833,1 ms. map : col. ; 48 x 70 cm,"Scale 1:31,680.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-09-06 15:01:45,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:580,"Heldring, Henry.",Henry Clinton papers,,"Clinton, Henry, Sir, 1738?-1795",
0,[Plan of Charleston and its defenses 1780].,,"['Pen and ink street map showing wharves and fortifications in and immediately around the town.', 'Table of references identifies individual fortifications and important buildings.', 'Accompanying page of explanatory material expands on information in table of references and identifies armament of various parts of the fortifications.']","['Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Charleston (S.C.)--Manuscript maps.', 'Charleston (S.C.)--Siege, 1780--Manuscript maps.', 'South Carolina--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",1830,B1938583,1 ms. map ; 37.3 x 47 cm,Scale indeterminate.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-07-07 14:44:03,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:1830,,Henry Clinton papers,,"Clinton, Henry, Sir, 1738?-1795",
0,"Plan of the town of Newport and the adjacent country, with a project for its defence.",177-,"['Finished, colored, topographical map of the town and surrounding countryside within a radius of about teo miles from the center of town.', 'A series of fortifications are projected around the town with distances between positions noted.', 'See Clinton Map 82 with similar title.']","['Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Newport (R.I.)--Manuscript maps.', 'Rhode Island--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",8276,B2848474,1 ms. map : col. ; 52.2 x 47.7 cm.,"Scale 1:12,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-07-18 15:59:20,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:8276,,,,,
0,"Isle de Newyork : Reconnaissance des ouvrages du nord de lisle de Newyork faite en presence des Généraux, Wasington et Rochambeau foutenue par un corps de 5000 hommes détaché de l'armée comninée de France et d'Amérique compée à Philipsburg dont les principaux points ont eté détermines géometriquement le 22 et 23 Juillet 1781.",,"['Finished, colored, topographical map of of northern Manhattan Island and the Kingsbridge-Fort Knyphausen area with a long and detailed table of references identifying and describing the British fortifications there.', 'Authorship attributed by style.']","['Manuscript maps.', 'Maps shelf.', 'Brun Guide.', 'Kingsbridge (New York, N.Y.)--Manuscript maps.', 'Fort Washington (New York, N.Y.)--Manuscript maps.', 'Manhattan (New York, N.Y.)--Manuscript maps.', 'New York (State)--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",8684,B2826513,1 ms. map : col. ; 43.2 x 62.5 cm.,Scale of toises.,"The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-09-06 14:21:07,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:8684,"Colbert, Edouard Charles Victurnien, Comte de Maulevrier, 1758-1820.",,,,
0,Map of New York I. with the adjacent rocks and other remarkable parts of Hell-Gate / by Thos. Kitchin senr. hydrographer to his majesty.,1778.,"['Above neat line: For the London magazine 1778.', 'Identifies a few features relating to the War for Independence.']","['Maps shelf.', 'Manhattan (New York, N.Y.)--Maps.', 'New York (N.Y.)--Maps.', 'United States--History--Revolution, 1775-1783--Maps.']",5614,B1939169,1 map ; 24.8 x 19 cm,"Scale 1:100,000.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2018-05-10 14:53:03,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:5614,"Kitchin, Thomas, 1718-1784.",,,,
0,"Plan of an intrench'd guard house at the north end of Howlands Neck, June 1777 / J Straton, lt of engineers.",June 1777.,Part of the outer defenses of Newport and located at the north end of the island of Rhode Island.,"['Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Newport (R.I.)--Manuscript maps.', 'Rhode Island--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.']",8369,B2849758,1 ms. map : col. ; 41.2 x 60 cm.,"Scale 1:1,200. Scale of inset 1:120.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2019-07-18 16:47:28,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:8369,"Straton, James.",,"Inset title: Particular plan of the post a, for sixty men, and one gun en barbette, nine miles and one half nne of Newport (Nr 5)",,
0,A sketch of Haddonfield : West New Jersey County / by IH March 1778.,,"['Finished, colored, topographical map of the town showing its buildings and roads.', 'Signed above neat line at left: Capt. Montresor.']","['Manuscript maps.', 'Maps shelf.', 'Clinton Maps.', 'Brun Guide.', 'Haddonfield (N.J.)--Manuscript maps.', 'New Jersey--Manuscript maps.', 'United States--History--Revolution, 1775-1783--Manuscript maps.', 'Montrésor, John,--1736-1799.']",584,B1938525,1 ms. map : col. ; 21 x 26 cm,"Scale ca. 1:14,400.","The University of Michigan Library provides access to these materials for educational and research purposes. These materials may be under copyright. If you decide to use any of these materials, you are responsible for making your own legal assessment and securing any necessary permission. If you have questions about the collection, please contact the <a href=""mailto:icwcl1ic-umdl-help@umich.edu"">William L. Clements Library</a>. If you have concerns about the inclusion of an item in this collection, please contact <a href=""mailto:libraryit-info@umich.edu"">Library IT</a>.",William L. Clements Library,2017-05-03 12:08:44,https://quod.lib.umich.edu/cgi/i/image/api/search/wcl1ic:584,"Hills, John, active 1777-1819.",Henry Clinton papers,,"Clinton, Henry, Sir, 1738?-1795",
